index	module_path	qualname	kind	lineno	end_lineno
0002	src/mindroom/agent_descriptions.py	describe_agent	function	17	55
0003	src/mindroom/agent_policy.py	AgentPolicySeed	class	21	30
0003	src/mindroom/agent_policy.py	ResolvedAgentPolicy	class	34	46
0003	src/mindroom/agent_policy.py	ResolvedAgentPolicyIndex	class	50	55
0003	src/mindroom/agent_policy.py	_coerce_worker_scope	function	58	61
0003	src/mindroom/agent_policy.py	_coerce_private_scope	function	64	67
0003	src/mindroom/agent_policy.py	_build_agent_policy_seed	function	70	117
0003	src/mindroom/agent_policy.py	build_agent_policy_seeds	function	120	133
0003	src/mindroom/agent_policy.py	_resolved_scope_and_source	function	136	143
0003	src/mindroom/agent_policy.py	dashboard_credentials_supported_for_scope	function	146	148
0003	src/mindroom/agent_policy.py	_resolve_agent_policy	function	151	178
0003	src/mindroom/agent_policy.py	resolve_agent_policy_from_data	function	181	198
0003	src/mindroom/agent_policy.py	get_agent_delegation_closure	function	201	230
0003	src/mindroom/agent_policy.py	get_private_team_targets	function	233	251
0003	src/mindroom/agent_policy.py	get_unsupported_team_agents	function	254	270
0003	src/mindroom/agent_policy.py	_team_eligibility_reason	function	273	290
0003	src/mindroom/agent_policy.py	unsupported_team_agent_message	function	293	313
0003	src/mindroom/agent_policy.py	resolve_agent_policy_index	function	316	346
0003	src/mindroom/agent_policy.py	resolve_private_knowledge_base_agent	function	349	368
0004	src/mindroom/agent_prompts.py	build_agent_identity_context	function	20	35
0005	src/mindroom/agent_run_context.py	append_knowledge_availability_enrichment	function	16	27
0005	src/mindroom/agent_run_context.py	prepend_knowledge_availability_notice	function	30	36
0006	src/mindroom/agent_storage.py	get_agent_runtime_state_dbs	function	34	39
0006	src/mindroom/agent_storage.py	create_state_storage	function	42	55
0006	src/mindroom/agent_storage.py	_create_sqlite_state_storage	function	58	68
0006	src/mindroom/agent_storage.py	create_session_storage	function	71	85
0006	src/mindroom/agent_storage.py	_create_agent_state_db	function	88	109
0006	src/mindroom/agent_storage.py	create_culture_storage	function	112	116
0006	src/mindroom/agent_storage.py	get_agent_session	function	119	128
0006	src/mindroom/agent_storage.py	get_team_session	function	131	140
0007	src/mindroom/agents.py	_CachedCultureManager	class	84	88
0007	src/mindroom/agents.py	_CultureAgentSettings	class	92	97
0007	src/mindroom/agents.py	_AdditionalContextChunk	class	101	106
0007	src/mindroom/agents.py	show_tool_calls_for_agent	function	116	121
0007	src/mindroom/agents.py	_uses_default_mind_workspace_scaffold	function	124	130
0007	src/mindroom/agents.py	_ensure_default_mind_workspace	function	133	135
0007	src/mindroom/agents.py	ensure_default_agent_workspaces	function	138	142
0007	src/mindroom/agents.py	_get_datetime_context	function	145	165
0007	src/mindroom/agents.py	_load_context_files	function	168	198
0007	src/mindroom/agents.py	_read_context_file	function	202	203
0007	src/mindroom/agents.py	_render_context_chunks	function	206	211
0007	src/mindroom/agents.py	_render_additional_context	function	214	216
0007	src/mindroom/agents.py	_build_preload_truncation_groups	function	219	223
0007	src/mindroom/agents.py	_drop_whole_chunks	function	226	241
0007	src/mindroom/agents.py	_trim_chunk_tails	function	244	261
0007	src/mindroom/agents.py	_apply_preload_cap	function	264	289
0007	src/mindroom/agents.py	_build_additional_context	function	293	326
0007	src/mindroom/agents.py	_tool_supports_base_dir	function	329	334
0007	src/mindroom/agents.py	_tool_base_dir_override	function	337	345
0007	src/mindroom/agents.py	_build_registered_agent_tool	function	348	391
0007	src/mindroom/agents.py	_log_toolkits_without_unique_model_functions	function	394	413
0007	src/mindroom/agents.py	_wrap_direct_agent_toolkit_for_output_files	function	416	428
0007	src/mindroom/agents.py	_load_agent_model_instance	function	432	444
0007	src/mindroom/agents.py	build_agent_toolkit	function	448	594
0007	src/mindroom/agents.py	get_agent_toolkit_names	function	597	614
0007	src/mindroom/agents.py	_resolve_runtime_worker_tools	function	617	634
0007	src/mindroom/agents.py	_is_learning_enabled	function	651	654
0007	src/mindroom/agents.py	_resolve_agent_learning	function	657	673
0007	src/mindroom/agents.py	_build_dynamic_tooling_instruction_block	function	676	710
0007	src/mindroom/agents.py	_enable_all_history_replay	function	713	715
0007	src/mindroom/agents.py	remove_run_by_event_id	function	718	759
0007	src/mindroom/agents.py	_resolve_culture_settings	function	762	780
0007	src/mindroom/agents.py	_culture_signature	function	783	784
0007	src/mindroom/agents.py	_resolve_agent_culture	function	788	834
0007	src/mindroom/agents.py	_load_agent_plugins	function	838	839
0007	src/mindroom/agents.py	_build_agent_tool_hook_bridge	function	843	859
0007	src/mindroom/agents.py	_prune_openai_approval_gated_tools	function	862	891
0007	src/mindroom/agents.py	_resolve_agent_dynamic_tool_selection	function	895	907
0007	src/mindroom/agents.py	_load_agent_skills	function	911	923
0007	src/mindroom/agents.py	_initialize_agent_instance	function	927	928
0007	src/mindroom/agents.py	create_agent	function	932	1273
0007	src/mindroom/agents.py	get_agent_ids_for_room	function	1276	1290
0007	src/mindroom/agents.py	get_rooms_for_entity	function	1293	1316
0008	src/mindroom/ai.py	_append_additional_context	function	108	113
0008	src/mindroom/ai.py	_compose_current_turn_prompt	function	116	138
0008	src/mindroom/ai.py	_PreparedAgentRun	class	142	158
0008	src/mindroom/ai.py	_PreparedAgentRun.prompt_text	method	151	153
0008	src/mindroom/ai.py	_PreparedAgentRun.run_input	method	156	158
0008	src/mindroom/ai.py	_next_retry_run_id	function	161	165
0008	src/mindroom/ai.py	_prompt_current_sender_id	function	168	172
0008	src/mindroom/ai.py	_build_timing_scope	function	175	186
0008	src/mindroom/ai.py	_note_attempt_run_id	function	189	192
0008	src/mindroom/ai.py	_render_system_enrichment_context	function	196	202
0008	src/mindroom/ai.py	_compute_compaction_token_breakdown	function	206	213
0008	src/mindroom/ai.py	_StreamingAttemptState	class	217	238
0008	src/mindroom/ai.py	_PendingStreamingTool	class	242	246
0008	src/mindroom/ai.py	_extract_response_content	function	249	267
0008	src/mindroom/ai.py	_extract_replayable_response_text	function	270	272
0008	src/mindroom/ai.py	_extract_tool_trace	function	275	286
0008	src/mindroom/ai.py	_extract_cancelled_tool_trace	function	289	291
0008	src/mindroom/ai.py	_find_matching_pending_stream_tool	function	294	312
0008	src/mindroom/ai.py	_stream_attempt_has_progress	function	315	317
0008	src/mindroom/ai.py	_is_run_cancelled_boilerplate	function	320	323
0008	src/mindroom/ai.py	_extract_interrupted_partial_text	function	326	356
0008	src/mindroom/ai.py	_raise_agent_run_cancelled	function	359	361
0008	src/mindroom/ai.py	_normalized_string_list	function	364	371
0008	src/mindroom/ai.py	build_matrix_run_metadata	function	374	423
0008	src/mindroom/ai.py	resolve_run_correlation_id	function	426	440
0008	src/mindroom/ai.py	_request_stream_retry	function	443	464
0008	src/mindroom/ai.py	_track_stream_tool_started	function	467	491
0008	src/mindroom/ai.py	_track_stream_tool_completed	function	494	526
0008	src/mindroom/ai.py	_track_model_request_metrics	function	529	564
0008	src/mindroom/ai.py	_stream_completed_without_visible_output	function	567	569
0008	src/mindroom/ai.py	_metrics_comparison_payload	function	572	578
0008	src/mindroom/ai.py	_usage_metric_int	function	581	586
0008	src/mindroom/ai.py	_request_metrics_are_more_complete	function	589	600
0008	src/mindroom/ai.py	_select_streaming_usage_metrics	function	603	611
0008	src/mindroom/ai.py	_attempt_request_log_context	function	614	641
0008	src/mindroom/ai.py	_run_cached_agent_attempt	async_function	645	668
0008	src/mindroom/ai.py	_assert_agent_target	function	671	679
0008	src/mindroom/ai.py	_current_sender_id_kwargs	function	682	695
0008	src/mindroom/ai.py	_mark_pipeline_timing	function	698	701
0008	src/mindroom/ai.py	_prepare_agent_and_prompt	async_function	705	841
0008	src/mindroom/ai.py	ai_response	async_function	844	1221
0008	src/mindroom/ai.py	_process_stream_events	async_function	1225	1333
0008	src/mindroom/ai.py	stream_agent_response	async_function	1336	1774
0008	src/mindroom/ai.py	stream_agent_response.<locals>._sync_live_turn_recorder	nested_function	1527	1535
0009	src/mindroom/ai_run_metadata.py	empty_request_metric_totals	function	22	31
0009	src/mindroom/ai_run_metadata.py	_get_model_config	function	34	49
0009	src/mindroom/ai_run_metadata.py	_serialize_metrics	function	52	71
0009	src/mindroom/ai_run_metadata.py	_serialize_metrics.<locals>._sanitize_metrics_payload	nested_function	53	60
0009	src/mindroom/ai_run_metadata.py	build_model_request_metrics_fallback	function	74	94
0009	src/mindroom/ai_run_metadata.py	_build_context_payload	function	97	122
0009	src/mindroom/ai_run_metadata.py	_provider_reports_cache_tokens_outside_input	function	125	139
0009	src/mindroom/ai_run_metadata.py	_context_input_tokens_from_counts	function	142	160
0009	src/mindroom/ai_run_metadata.py	_int_usage_value	function	163	167
0009	src/mindroom/ai_run_metadata.py	_build_compaction_metadata_payload	function	170	193
0009	src/mindroom/ai_run_metadata.py	build_prepared_history_metadata_content	function	196	210
0009	src/mindroom/ai_run_metadata.py	ai_run_extra_content_from_metadata	function	213	220
0009	src/mindroom/ai_run_metadata.py	build_ai_run_metadata_content	function	223	339
0010	src/mindroom/ai_runtime.py	_normalize_run_input	function	58	62
0010	src/mindroom/ai_runtime.py	copy_run_input	function	65	67
0010	src/mindroom/ai_runtime.py	attach_media_to_run_input	function	70	81
0010	src/mindroom/ai_runtime.py	append_inline_media_fallback_to_run_input	function	84	94
0010	src/mindroom/ai_runtime.py	_SupportsQueuedMessageState	class	97	98
0010	src/mindroom/ai_runtime.py	_SupportsQueuedMessageState.has_pending_human_messages	method	98	98
0010	src/mindroom/ai_runtime.py	_QueuedMessageNoticeContext	class	102	103
0010	src/mindroom/ai_runtime.py	queued_message_signal_context	function	113	121
0010	src/mindroom/ai_runtime.py	_has_queued_notice_marker	function	124	126
0010	src/mindroom/ai_runtime.py	_is_queued_notice_message	function	129	131
0010	src/mindroom/ai_runtime.py	_strip_queued_notice_messages	function	134	142
0010	src/mindroom/ai_runtime.py	_append_queued_notice_if_needed	function	145	162
0010	src/mindroom/ai_runtime.py	_cleanup_queued_notice_from_run_output	function	165	174
0010	src/mindroom/ai_runtime.py	_load_session_for_cleanup	function	177	190
0010	src/mindroom/ai_runtime.py	_strip_queued_notice_from_session	function	193	198
0010	src/mindroom/ai_runtime.py	_strip_queued_notice_from_session_storage	function	201	220
0010	src/mindroom/ai_runtime.py	cleanup_queued_notice_state	function	223	247
0010	src/mindroom/ai_runtime.py	scrub_queued_notice_session_context	function	250	267
0010	src/mindroom/ai_runtime.py	install_queued_message_notice_hook	function	270	319
0010	src/mindroom/ai_runtime.py	install_queued_message_notice_hook.<locals>._format_function_call_results_with_notice	nested_function	281	296
0010	src/mindroom/ai_runtime.py	install_queued_message_notice_hook.<locals>._handle_function_call_media_with_notice	nested_function	298	311
0010	src/mindroom/ai_runtime.py	_note_attempt_run_id	function	322	325
0010	src/mindroom/ai_runtime.py	cached_agent_run	async_function	328	349
0012	src/mindroom/api/auth.py	_AuthSessionRequest	class	38	41
0012	src/mindroom/api/auth.py	_SupabaseUserProtocol	class	44	46
0012	src/mindroom/api/auth.py	_SupabaseUserResponseProtocol	class	49	50
0012	src/mindroom/api/auth.py	_SupabaseAuthProtocol	class	53	54
0012	src/mindroom/api/auth.py	_SupabaseAuthProtocol.get_user	method	54	54
0012	src/mindroom/api/auth.py	_SupabaseClientProtocol	class	57	58
0012	src/mindroom/api/auth.py	TrustedUpstreamAuthSettings	class	62	69
0012	src/mindroom/api/auth.py	ApiAuthSettings	class	73	81
0012	src/mindroom/api/auth.py	ApiAuthState	class	85	90
0012	src/mindroom/api/auth.py	build_auth_settings	function	93	102
0012	src/mindroom/api/auth.py	_env_text	function	105	110
0012	src/mindroom/api/auth.py	build_trusted_upstream_auth_settings	function	113	124
0012	src/mindroom/api/auth.py	app_auth_state	function	127	147
0012	src/mindroom/api/auth.py	_init_supabase_auth	function	150	173
0012	src/mindroom/api/auth.py	_extract_bearer_token	function	176	181
0012	src/mindroom/api/auth.py	_is_standalone_public_path	function	184	186
0012	src/mindroom/api/auth.py	_get_request_token	function	189	205
0012	src/mindroom/api/auth.py	_get_configured_header	function	208	216
0012	src/mindroom/api/auth.py	_trusted_upstream_email_localpart	function	219	226
0012	src/mindroom/api/auth.py	_validated_trusted_upstream_email_to_matrix_template	function	229	248
0012	src/mindroom/api/auth.py	_derive_trusted_upstream_matrix_user_id	function	251	271
0012	src/mindroom/api/auth.py	_trusted_upstream_auth_user	function	274	310
0012	src/mindroom/api/auth.py	_supabase_auth_error_class	function	313	315
0012	src/mindroom/api/auth.py	_validate_supabase_token	function	318	331
0012	src/mindroom/api/auth.py	bind_authenticated_request_snapshot	function	334	363
0012	src/mindroom/api/auth.py	request_auth_state	function	366	374
0012	src/mindroom/api/auth.py	request_has_frontend_access	function	377	408
0012	src/mindroom/api/auth.py	sanitize_next_path	function	411	415
0012	src/mindroom/api/auth.py	_request_path_with_query	function	418	421
0012	src/mindroom/api/auth.py	login_redirect_for_request	function	424	435
0012	src/mindroom/api/auth.py	_render_standalone_login_page	function	438	548
0012	src/mindroom/api/auth.py	verify_user	async_function	551	603
0012	src/mindroom/api/auth.py	create_auth_session	async_function	607	624
0012	src/mindroom/api/auth.py	clear_auth_session	async_function	628	631
0012	src/mindroom/api/auth.py	standalone_login	async_function	635	644
0013	src/mindroom/api/config_lifecycle.py	ConfigLoadResult	class	49	54
0013	src/mindroom/api/config_lifecycle.py	ApiSnapshot	class	58	66
0013	src/mindroom/api/config_lifecycle.py	ApiState	class	70	74
0013	src/mindroom/api/config_lifecycle.py	MindroomAppState	class	78	85
0013	src/mindroom/api/config_lifecycle.py	ensure_app_state	function	88	95
0013	src/mindroom/api/config_lifecycle.py	app_state	function	98	104
0013	src/mindroom/api/config_lifecycle.py	require_api_state	function	107	113
0013	src/mindroom/api/config_lifecycle.py	_config_error_detail	function	116	127
0013	src/mindroom/api/config_lifecycle.py	_load_config_result	function	130	157
0013	src/mindroom/api/config_lifecycle.py	load_runtime_config	function	160	173
0013	src/mindroom/api/config_lifecycle.py	raise_for_config_load_result	function	176	183
0013	src/mindroom/api/config_lifecycle.py	_raise_missing_loaded_config	function	186	188
0013	src/mindroom/api/config_lifecycle.py	_save_config_to_file	function	191	206
0013	src/mindroom/api/config_lifecycle.py	_save_raw_config_source_to_file	function	209	217
0013	src/mindroom/api/config_lifecycle.py	persist_runtime_validated_config	function	220	247
0013	src/mindroom/api/config_lifecycle.py	_validated_config_payload	function	250	256
0013	src/mindroom/api/config_lifecycle.py	register_api_app	function	259	262
0013	src/mindroom/api/config_lifecycle.py	_registered_api_states	function	265	275
0013	src/mindroom/api/config_lifecycle.py	request_snapshot	function	278	281
0013	src/mindroom/api/config_lifecycle.py	store_request_snapshot	function	284	287
0013	src/mindroom/api/config_lifecycle.py	bind_current_request_snapshot	function	290	297
0013	src/mindroom/api/config_lifecycle.py	_request_or_current_snapshot	function	300	305
0013	src/mindroom/api/config_lifecycle.py	_published_snapshot	function	308	331
0013	src/mindroom/api/config_lifecycle.py	_stale_snapshot_error	function	334	339
0013	src/mindroom/api/config_lifecycle.py	api_runtime_paths	function	342	344
0013	src/mindroom/api/config_lifecycle.py	committed_generation	function	347	349
0013	src/mindroom/api/config_lifecycle.py	_raise_if_generation_mismatch	function	352	357
0013	src/mindroom/api/config_lifecycle.py	_build_mutated_config	function	360	372
0013	src/mindroom/api/config_lifecycle.py	_commit_mutated_snapshot	function	375	399
0013	src/mindroom/api/config_lifecycle.py	_validate_replacement_payload	function	402	407
0013	src/mindroom/api/config_lifecycle.py	_validate_raw_config_source	function	410	430
0013	src/mindroom/api/config_lifecycle.py	_commit_replaced_snapshot	function	433	455
0013	src/mindroom/api/config_lifecycle.py	_commit_raw_replaced_snapshot	function	458	481
0013	src/mindroom/api/config_lifecycle.py	_build_and_commit_mutation	function	484	520
0013	src/mindroom/api/config_lifecycle.py	_build_and_commit_replacement	function	523	556
0013	src/mindroom/api/config_lifecycle.py	_build_and_commit_raw_replacement	function	559	591
0013	src/mindroom/api/config_lifecycle.py	load_config_from_file	function	594	606
0013	src/mindroom/api/config_lifecycle.py	load_config_into_app	function	609	630
0013	src/mindroom/api/config_lifecycle.py	read_app_committed_config	function	633	644
0013	src/mindroom/api/config_lifecycle.py	read_app_committed_config_and_runtime	function	647	658
0013	src/mindroom/api/config_lifecycle.py	read_app_committed_runtime_config	function	661	674
0013	src/mindroom/api/config_lifecycle.py	read_committed_config	function	677	686
0013	src/mindroom/api/config_lifecycle.py	read_committed_config_and_runtime	function	689	698
0013	src/mindroom/api/config_lifecycle.py	read_committed_runtime_config	function	701	712
0013	src/mindroom/api/config_lifecycle.py	write_committed_config	function	715	727
0013	src/mindroom/api/config_lifecycle.py	write_app_committed_config	function	730	737
0013	src/mindroom/api/config_lifecycle.py	replace_committed_config	function	740	754
0013	src/mindroom/api/config_lifecycle.py	replace_app_committed_config	function	757	764
0013	src/mindroom/api/config_lifecycle.py	read_raw_config_source	function	767	775
0013	src/mindroom/api/config_lifecycle.py	replace_raw_config_source	function	778	792
0013	src/mindroom/api/config_lifecycle.py	watch_config	async_function	795	808
0013	src/mindroom/api/config_lifecycle.py	watch_config.<locals>._handle_config_change	nested_async_function	804	806
0014	src/mindroom/api/credentials.py	_PendingOAuthState	class	64	74
0014	src/mindroom/api/credentials.py	_filter_internal_keys	function	77	79
0014	src/mindroom/api/credentials.py	_filter_credentials_for_response	function	82	87
0014	src/mindroom/api/credentials.py	_filter_oauth_client_config_for_response	function	90	93
0014	src/mindroom/api/credentials.py	_validated_service	function	96	100
0014	src/mindroom/api/credentials.py	RequestCredentialsTarget	class	104	113
0014	src/mindroom/api/credentials.py	DashboardAgentExecutionScopeResolution	class	117	125
0014	src/mindroom/api/credentials.py	OAuthCredentialServiceMatch	class	129	135
0014	src/mindroom/api/credentials.py	OAuthCredentialServices	class	139	174
0014	src/mindroom/api/credentials.py	OAuthCredentialServices.match	method	144	157
0014	src/mindroom/api/credentials.py	OAuthCredentialServices.reject_non_editable_services	method	159	162
0014	src/mindroom/api/credentials.py	OAuthCredentialServices.allows_private_scope_for	method	164	169
0014	src/mindroom/api/credentials.py	OAuthCredentialServices.dashboard_may_show_service	method	171	174
0014	src/mindroom/api/credentials.py	_request_auth_user	function	177	179
0014	src/mindroom/api/credentials.py	_require_auth_user_id	function	182	187
0014	src/mindroom/api/credentials.py	dashboard_requester_id_for_request	function	190	200
0014	src/mindroom/api/credentials.py	_reject_unbound_private_dashboard_requester	function	203	217
0014	src/mindroom/api/credentials.py	issue_pending_oauth_state	function	220	245
0014	src/mindroom/api/credentials.py	_consume_pending_oauth_request	function	248	277
0014	src/mindroom/api/credentials.py	consume_pending_oauth_request	function	280	286
0014	src/mindroom/api/credentials.py	build_dashboard_execution_identity	function	289	314
0014	src/mindroom/api/credentials.py	_dashboard_scope_label	function	317	328
0014	src/mindroom/api/credentials.py	resolve_dashboard_execution_scope_override	function	331	345
0014	src/mindroom/api/credentials.py	resolve_dashboard_agent_execution_scope_request	function	348	411
0014	src/mindroom/api/credentials.py	_reject_raw_worker_targeting	function	414	423
0014	src/mindroom/api/credentials.py	resolve_request_credentials_target	function	426	537
0014	src/mindroom/api/credentials.py	load_credentials_for_target	function	540	566
0014	src/mindroom/api/credentials.py	_service_uses_primary_runtime_store	function	569	575
0014	src/mindroom/api/credentials.py	_service_uses_primary_runtime_global_store	function	578	579
0014	src/mindroom/api/credentials.py	_worker_target_for_credentials_target	function	582	589
0014	src/mindroom/api/credentials.py	_save_credentials_for_target	function	592	604
0014	src/mindroom/api/credentials.py	_primary_runtime_scoped_services_for_target	function	607	621
0014	src/mindroom/api/credentials.py	_delete_credentials_for_target	function	624	635
0014	src/mindroom/api/credentials.py	_request_may_target_scoped_credentials	function	638	639
0014	src/mindroom/api/credentials.py	_oauth_providers_for_request	function	642	646
0014	src/mindroom/api/credentials.py	_oauth_services_for_request	function	649	650
0014	src/mindroom/api/credentials.py	_oauth_service_match	function	653	654
0014	src/mindroom/api/credentials.py	_reject_oauth_token_service	function	657	662
0014	src/mindroom/api/credentials.py	_dashboard_may_edit_oauth_match	function	665	673
0014	src/mindroom/api/credentials.py	_is_oauth_client_config_match	function	676	677
0014	src/mindroom/api/credentials.py	_is_oauth_client_config_service	function	680	684
0014	src/mindroom/api/credentials.py	_reject_oauth_credentials_document	function	687	690
0014	src/mindroom/api/credentials.py	_reject_oauth_api_key_read_field	function	693	718
0014	src/mindroom/api/credentials.py	_reject_oauth_api_key_write_field	function	721	732
0014	src/mindroom/api/credentials.py	_reject_oauth_client_config_copy	function	735	746
0014	src/mindroom/api/credentials.py	_dashboard_credentials_for_save	function	749	758
0014	src/mindroom/api/credentials.py	_reject_non_client_config_fields	function	761	769
0014	src/mindroom/api/credentials.py	_reject_invalid_client_config_field_values	function	772	775
0014	src/mindroom/api/credentials.py	_require_or_preserve_oauth_client_config_field	function	778	790
0014	src/mindroom/api/credentials.py	_require_or_preserve_oauth_client_config_secret	function	793	811
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess	class	815	927
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.resolve	method	822	842
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.match	method	844	846
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.reject_token_service	method	848	850
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.reject_stored_oauth_credentials	method	852	854
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.load	method	856	859
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.save	method	861	864
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.delete	method	866	869
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.response_credentials	method	871	878
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.credentials_for_save	method	880	895
0014	src/mindroom/api/credentials.py	DashboardCredentialAccess.list_services	method	897	927
0014	src/mindroom/api/credentials.py	SetApiKeyRequest	class	930	935
0014	src/mindroom/api/credentials.py	CredentialStatus	class	938	943
0014	src/mindroom/api/credentials.py	SetCredentialsRequest	class	946	949
0014	src/mindroom/api/credentials.py	list_services	async_function	953	959
0014	src/mindroom/api/credentials.py	get_credential_status	async_function	963	986
0014	src/mindroom/api/credentials.py	set_credentials	async_function	990	1011
0014	src/mindroom/api/credentials.py	set_api_key	async_function	1015	1039
0014	src/mindroom/api/credentials.py	get_api_key	async_function	1043	1082
0014	src/mindroom/api/credentials.py	get_credentials	async_function	1086	1107
0014	src/mindroom/api/credentials.py	delete_credentials	async_function	1111	1128
0014	src/mindroom/api/credentials.py	copy_credentials	async_function	1132	1165
0014	src/mindroom/api/credentials.py	validate_credentials	async_function	1169	1191
0015	src/mindroom/api/frontend.py	_resolve_frontend_asset	function	19	42
0015	src/mindroom/api/frontend.py	serve_frontend	async_function	47	68
0016	src/mindroom/api/homeassistant_integration.py	HomeAssistantStatus	class	40	49
0016	src/mindroom/api/homeassistant_integration.py	HomeAssistantAuthUrl	class	52	55
0016	src/mindroom/api/homeassistant_integration.py	HomeAssistantConfig	class	58	63
0016	src/mindroom/api/homeassistant_integration.py	_normalize_instance_url	function	66	71
0016	src/mindroom/api/homeassistant_integration.py	_get_stored_config	function	74	76
0016	src/mindroom/api/homeassistant_integration.py	_save_config	function	79	86
0016	src/mindroom/api/homeassistant_integration.py	_test_connection	async_function	89	144
0016	src/mindroom/api/homeassistant_integration.py	get_status	async_function	148	194
0016	src/mindroom/api/homeassistant_integration.py	connect_oauth	async_function	198	242
0016	src/mindroom/api/homeassistant_integration.py	connect_token	async_function	246	288
0016	src/mindroom/api/homeassistant_integration.py	callback	async_function	292	357
0016	src/mindroom/api/homeassistant_integration.py	disconnect	async_function	361	371
0016	src/mindroom/api/homeassistant_integration.py	get_entities	async_function	375	425
0016	src/mindroom/api/homeassistant_integration.py	call_service	async_function	429	473
0017	src/mindroom/api/integrations.py	get_dashboard_url	function	29	31
0017	src/mindroom/api/integrations.py	_get_spotify_redirect_uri	function	34	39
0017	src/mindroom/api/integrations.py	_SpotifyClientProtocol	class	42	43
0017	src/mindroom/api/integrations.py	_SpotifyClientProtocol.current_user	method	43	43
0017	src/mindroom/api/integrations.py	_SpotifyClientFactoryProtocol	class	46	47
0017	src/mindroom/api/integrations.py	_SpotifyClientFactoryProtocol.__call__	method	47	47
0017	src/mindroom/api/integrations.py	_SpotifyOAuthClientProtocol	class	50	53
0017	src/mindroom/api/integrations.py	_SpotifyOAuthClientProtocol.get_authorize_url	method	51	51
0017	src/mindroom/api/integrations.py	_SpotifyOAuthClientProtocol.get_access_token	method	53	53
0017	src/mindroom/api/integrations.py	_SpotifyOAuthFactoryProtocol	class	56	64
0017	src/mindroom/api/integrations.py	_SpotifyOAuthFactoryProtocol.__call__	method	57	64
0017	src/mindroom/api/integrations.py	_ensure_spotify_packages	function	67	77
0017	src/mindroom/api/integrations.py	SpotifyStatus	class	80	85
0017	src/mindroom/api/integrations.py	_get_spotify_credentials	function	88	92
0017	src/mindroom/api/integrations.py	_save_spotify_credentials	function	95	114
0017	src/mindroom/api/integrations.py	get_spotify_status	async_function	118	143
0017	src/mindroom/api/integrations.py	connect_spotify	async_function	148	171
0017	src/mindroom/api/integrations.py	spotify_callback	async_function	175	233
0017	src/mindroom/api/integrations.py	disconnect_spotify	async_function	237	242
0018	src/mindroom/api/knowledge.py	_FileListInfo	class	48	52
0018	src/mindroom/api/knowledge.py	_ensure_base_exists	function	55	57
0018	src/mindroom/api/knowledge.py	_knowledge_root	function	60	71
0018	src/mindroom/api/knowledge.py	_resolve_within_root	function	74	85
0018	src/mindroom/api/knowledge.py	_list_file_info	async_function	88	121
0018	src/mindroom/api/knowledge.py	_list_managed_file_paths	async_function	124	140
0018	src/mindroom/api/knowledge.py	_request_refresh_scheduler	function	143	144
0018	src/mindroom/api/knowledge.py	_schedule_refresh	function	147	161
0018	src/mindroom/api/knowledge.py	_schedule_refreshes	function	164	172
0018	src/mindroom/api/knowledge.py	_same_source_base_ids	function	175	187
0018	src/mindroom/api/knowledge.py	_mark_source_changed_after_committed_mutation	async_function	190	208
0018	src/mindroom/api/knowledge.py	_mark_committed_mutation_and_schedule_refresh	async_function	211	230
0018	src/mindroom/api/knowledge.py	_index_status_sync	function	233	247
0018	src/mindroom/api/knowledge.py	_index_status	async_function	250	255
0018	src/mindroom/api/knowledge.py	_redacted_last_error	function	258	261
0018	src/mindroom/api/knowledge.py	_is_refreshing	function	264	282
0018	src/mindroom/api/knowledge.py	_git_status	async_function	285	314
0018	src/mindroom/api/knowledge.py	_path_overlaps	function	317	318
0018	src/mindroom/api/knowledge.py	_git_backed_bases_for_target	function	321	334
0018	src/mindroom/api/knowledge.py	_reject_git_file_mutation	function	337	360
0018	src/mindroom/api/knowledge.py	_validate_upload_size_hint	function	363	373
0018	src/mindroom/api/knowledge.py	_upload_limit_error	function	376	380
0018	src/mindroom/api/knowledge.py	_ensure_within_upload_limit	function	383	385
0018	src/mindroom/api/knowledge.py	_stream_upload_to_destination	async_function	388	394
0018	src/mindroom/api/knowledge.py	_reject_non_file_upload_destination	function	397	402
0018	src/mindroom/api/knowledge.py	_reject_unmanaged_knowledge_file_path	function	405	414
0018	src/mindroom/api/knowledge.py	_reject_duplicate_upload_destination	function	417	421
0018	src/mindroom/api/knowledge.py	_upload_temp_path	function	424	425
0018	src/mindroom/api/knowledge.py	_UploadTarget	class	429	433
0018	src/mindroom/api/knowledge.py	_StagedUpload	class	437	440
0018	src/mindroom/api/knowledge.py	_stage_upload	async_function	443	452
0018	src/mindroom/api/knowledge.py	_write_uploads	async_function	455	511
0018	src/mindroom/api/knowledge.py	list_knowledge_bases	async_function	515	555
0018	src/mindroom/api/knowledge.py	list_knowledge_files	async_function	559	572
0018	src/mindroom/api/knowledge.py	upload_knowledge_files	async_function	576	621
